timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-02-18T16:49:07,codecarbon,64132f7a-454e-4ed6-8b5b-73055ffa5070,0.0173628330230712,4.288783403878913e-08,2.4700942514277985e-06,14.0,0.0,2.9050111770629883,6.32941722869873e-08,0,4.014436617201985e-09,6.730860890418928e-08,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T16:57:54,codecarbon,29267c97-ee37-42b9-a50a-4785133fa144,0.8812799453735352,2.6244423121096404e-06,2.977989373169336e-06,14.0,0.0,2.9050111770629883,3.4197415245903865e-06,0,6.990852974316416e-07,4.118826822022028e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T16:58:22,codecarbon,839fd71e-6b0e-4a44-8f50-82a7e213a3f6,0.8193330764770508,2.4396084467031164e-06,2.9775539603416083e-06,14.0,0.0,2.9050111770629883,3.178844451904297e-06,0,6.499021961540545e-07,3.828746648058351e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T17:00:19,codecarbon,3a719e42-e200-4e00-95bd-d7f2f2d24d1c,0.8807394504547119,2.62687102579361e-06,2.982574499685915e-06,14.0,0.0,2.9050111770629883,3.4211934937371147e-06,0,7.01444976580016e-07,4.122638470317131e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T17:06:39,codecarbon,87d65c61-7737-43e1-aaad-86fe76f65a36,0.91680645942688,2.735760081896407e-06,2.9840104787291783e-06,14.0,0.0,2.9050111770629883,3.561756345960829e-06,0,7.317737316251775e-07,4.293530077586006e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T17:06:58,codecarbon,28b26788-e106-4bd8-8258-301097fb5290,0.9358792304992676,2.7912838446289627e-06,2.982525686716954e-06,14.0,0.0,2.9050111770629883,3.6359198888142895e-06,0,7.447497544414241e-07,4.3806696432557145e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T17:08:35,codecarbon,b1254a6b-eecc-4539-86aa-4f121f4c34fe,0.6450750827789307,1.917419355742987e-06,2.9723971781438235e-06,14.0,0.0,2.9050111770629883,2.5011596414777968e-06,0,5.080580635781947e-07,3.0092177050559915e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T17:08:59,codecarbon,6d9ffbe6-a5ab-475f-9a53-69bc28215c15,0.7151691913604736,2.128663065433528e-06,2.976446820065263e-06,14.0,0.0,2.9050111770629883,2.7734242545233834e-06,0,5.673215063950466e-07,3.3407457609184302e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T17:14:47,codecarbon,ddd5acef-3cb3-4a66-86ca-cbbb6333fcdb,0.901487112045288,2.688586246873004e-06,2.9823901095747856e-06,14.0,0.0,2.9050111770629883,3.5017277134789365e-06,0,7.177672610699422e-07,4.219494974548879e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T17:15:06,codecarbon,e28972c8-b9a9-4d49-a17e-48c3563fac85,0.7515904903411865,2.23734288212756e-06,2.9768110571914127e-06,14.0,0.0,2.9050111770629883,2.9153713915083144e-06,0,5.959375941936667e-07,3.511308985701981e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
2024-02-18T17:27:22,codecarbon,c9051aa1-8593-4ef3-bcb8-9a50ea3847a8,1.3575549125671387,4.049879263169006e-06,2.9832157989916422e-06,14.0,0.0,2.9050111770629883,5.2716428703731954e-06,0,1.0842793985688103e-06,6.355922268942006e-06,India,IND,,,,Windows-10-10.0.22621-SP0,3.10.2,2.3.4,8,11th Gen Intel(R) Core(TM) i3-1125G4 @ 2.00GHz,,,,,7.746696472167969,machine,N,1.0
